,image,image_participant_id,setting,group,estimated_height_cm,estimated_weight_kg,height_cm,weight_kg
0,540390,5969,1,1,182.88,87.09,175.0,75.0
1,540390,5969,1,2,174.4,78.87,175.0,75.0
2,540390,5969,1,3,175.0,90.8,175.0,75.0
3,540390,5969,1,4,173.99,68.04,175.0,75.0
4,779475,5969,1,2,175.22,81.02,175.0,75.0
5,779475,5969,1,3,175.0,90.8,175.0,75.0
6,779475,5969,1,4,167.64,64.64,175.0,75.0
7,872927,5969,1,2,169.83,76.47,175.0,75.0
8,872927,5969,1,3,175.0,90.8,175.0,75.0
9,872927,5969,1,4,177.8,72.57,175.0,75.0
10,907161,5969,1,2,170.76,75.65,175.0,75.0
11,907161,5969,1,3,175.0,90.8,175.0,75.0
12,907161,5969,1,4,185.42,77.11,175.0,75.0
13,911379,5969,1,2,175.1,80.27,175.0,75.0
14,911379,5969,1,3,175.0,90.8,175.0,75.0
15,911379,5969,1,4,172.72,70.31,175.0,75.0
16,426284,5969,3,3,175.0,90.8,175.0,75.0
17,426284,5969,3,4,177.8,74.39,175.0,75.0
20,856250,5969,2,2,160.35,73.22,175.0,75.0
21,856250,5969,2,3,175.0,90.8,175.0,75.0
22,658092,5969,2,2,160.47,63.48,175.0,75.0
23,658092,5969,2,3,175.0,90.8,175.0,75.0
24,658092,5969,2,4,173.99,73.48,175.0,75.0
25,602140,5969,2,2,169.76,75.0,175.0,75.0
26,602140,5969,2,3,175.0,90.8,175.0,75.0
27,194476,5969,2,2,167.11,81.37,175.0,75.0
28,194476,5969,2,3,175.0,90.8,175.0,75.0
29,646008,5969,2,2,167.21,77.83,175.0,75.0
30,646008,5969,2,3,175.0,90.8,175.0,75.0
31,646008,5969,2,4,175.26,68.04,175.0,75.0
32,120779,5969,2,2,175.77,82.24,175.0,75.0
33,120779,5969,2,3,175.0,90.8,175.0,75.0
34,649385,5969,2,2,172.78,75.55,175.0,75.0
35,649385,5969,2,3,175.0,90.8,175.0,75.0
36,649385,5969,2,4,182.88,75.3,175.0,75.0
37,676089,5969,2,2,171.65,72.55,175.0,75.0
38,676089,5969,2,3,175.0,90.8,175.0,75.0
39,939335,5969,2,2,166.31,78.68,175.0,75.0
40,939335,5969,2,3,175.0,90.8,175.0,75.0
41,161705,5969,2,2,173.02,53.02,175.0,75.0
42,161705,5969,2,3,175.0,90.8,175.0,75.0
43,688392,5969,2,2,171.98,78.48,175.0,75.0
44,688392,5969,2,3,175.0,90.8,175.0,75.0
45,688392,5969,2,4,177.8,72.57,175.0,75.0
46,645615,5969,2,2,166.15,79.85,175.0,75.0
47,645615,5969,2,3,175.0,90.8,175.0,75.0
48,477744,5969,2,2,167.86,81.51,175.0,75.0
49,477744,5969,2,3,175.0,90.8,175.0,75.0
50,836082,5969,2,2,167.47,67.67,175.0,75.0
51,836082,5969,2,3,175.0,90.8,175.0,75.0
52,836082,5969,2,4,176.53,77.11,175.0,75.0
53,529204,2690,1,1,139.7,,156.6,64.95
54,529204,2690,1,2,162.56,68.35,156.6,64.95
55,529204,2690,1,3,161.0,78.7,156.6,64.95
56,529204,2690,1,4,165.1,61.23,156.6,64.95
57,653673,2690,1,2,161.59,66.73,156.6,64.95
58,653673,2690,1,3,161.0,78.7,156.6,64.95
59,653673,2690,1,4,163.83,65.77,156.6,64.95
60,917622,2690,1,2,162.38,69.04,156.6,64.95
61,917622,2690,1,3,161.0,78.7,156.6,64.95
62,967037,2690,1,2,173.16,87.94,156.6,64.95
63,967037,2690,1,3,161.0,78.7,156.6,64.95
64,921003,2690,1,2,161.79,71.82,156.6,64.95
65,921003,2690,1,3,161.0,78.7,156.6,64.95
66,921003,2690,1,4,160.02,66.9,156.6,64.95
67,507508,2690,3,3,161.0,78.7,156.6,64.95
68,507508,2690,3,4,165.1,68.04,156.6,64.95
71,126885,2690,2,2,164.37,72.41,156.6,64.95
72,126885,2690,2,3,161.0,78.7,156.6,64.95
73,280695,2690,2,2,161.47,71.07,156.6,64.95
74,280695,2690,2,3,161.0,78.7,156.6,64.95
75,280695,2690,2,4,167.64,68.72,156.6,64.95
76,771810,2690,2,2,161.03,66.31,156.6,64.95
77,771810,2690,2,3,161.0,78.7,156.6,64.95
78,372896,2690,2,2,161.97,79.32,156.6,64.95
79,372896,2690,2,3,161.0,78.7,156.6,64.95
80,294086,2690,2,2,163.88,81.75,156.6,64.95
81,294086,2690,2,3,161.0,78.7,156.6,64.95
82,294086,2690,2,4,163.83,71.21,156.6,64.95
83,384948,2690,2,2,167.38,77.14,156.6,64.95
84,384948,2690,2,3,161.0,78.7,156.6,64.95
85,357363,2690,2,2,163.23,74.98,156.6,64.95
86,357363,2690,2,3,161.0,78.7,156.6,64.95
87,357363,2690,2,4,165.1,64.64,156.6,64.95
88,272824,2690,2,2,168.85,65.43,156.6,64.95
89,272824,2690,2,3,161.0,78.7,156.6,64.95
90,403710,2690,2,2,162.09,67.09,156.6,64.95
91,403710,2690,2,3,161.0,78.7,156.6,64.95
92,867447,2690,2,2,163.17,62.07,156.6,64.95
93,867447,2690,2,3,161.0,78.7,156.6,64.95
94,891192,2690,2,2,167.68,54.54,156.6,64.95
95,891192,2690,2,3,161.0,78.7,156.6,64.95
96,891192,2690,2,4,162.56,72.57,156.6,64.95
97,989747,2690,2,2,161.33,65.53,156.6,64.95
98,989747,2690,2,3,161.0,78.7,156.6,64.95
99,190930,2690,2,2,160.86,66.15,156.6,64.95
100,190930,2690,2,3,161.0,78.7,156.6,64.95
101,744622,2690,2,2,164.36,51.31,156.6,64.95
102,744622,2690,2,3,161.0,78.7,156.6,64.95
103,744622,2690,2,4,167.64,68.04,156.6,64.95
104,499596,7489,1,1,162.56,63.5,181.9,76.25
105,499596,7489,1,2,174.95,80.45,181.9,76.25
106,499596,7489,1,3,175.0,90.8,181.9,76.25
107,499596,7489,1,4,175.26,69.63,181.9,76.25
108,783264,7489,1,2,175.35,81.2,181.9,76.25
109,783264,7489,1,3,175.0,90.8,181.9,76.25
110,783264,7489,1,4,175.26,72.57,181.9,76.25
111,325693,7489,1,2,171.55,79.86,181.9,76.25
112,325693,7489,1,3,175.0,90.8,181.9,76.25
113,325693,7489,1,4,171.45,72.57,181.9,76.25
114,252109,7489,1,2,156.9,82.52,181.9,76.25
115,252109,7489,1,3,175.0,90.8,181.9,76.25
116,252109,7489,1,4,182.88,70.31,181.9,76.25
117,276863,7489,1,2,175.32,81.17,181.9,76.25
118,276863,7489,1,3,175.0,90.8,181.9,76.25
119,276863,7489,1,4,175.26,77.11,181.9,76.25
120,345052,7489,3,3,175.0,90.8,181.9,76.25
121,345052,7489,3,4,176.53,68.04,181.9,76.25
124,804330,7489,2,2,161.79,68.67,181.9,76.25
125,804330,7489,2,3,175.0,90.8,181.9,76.25
126,966125,7489,2,2,195.98,135.38,181.9,76.25
127,966125,7489,2,3,175.0,90.8,181.9,76.25
128,966125,7489,2,4,180.34,68.04,181.9,76.25
129,630530,7489,2,2,158.97,69.44,181.9,76.25
130,630530,7489,2,3,175.0,90.8,181.9,76.25
131,286426,7489,2,2,155.19,70.89,181.9,76.25
132,286426,7489,2,3,175.0,90.8,181.9,76.25
133,866851,7489,2,2,161.71,92.82,181.9,76.25
134,866851,7489,2,3,175.0,90.8,181.9,76.25
135,866851,7489,2,4,176.53,74.16,181.9,76.25
136,596592,7489,2,2,163.16,68.06,181.9,76.25
137,596592,7489,2,3,175.0,90.8,181.9,76.25
138,965589,7489,2,2,164.42,70.97,181.9,76.25
139,965589,7489,2,3,175.0,90.8,181.9,76.25
140,965589,7489,2,4,176.53,71.44,181.9,76.25
141,193686,7489,2,2,168.56,68.43,181.9,76.25
142,193686,7489,2,3,175.0,90.8,181.9,76.25
143,674240,7489,2,2,172.79,77.85,181.9,76.25
144,674240,7489,2,3,175.0,90.8,181.9,76.25
145,414830,7489,2,2,170.79,78.56,181.9,76.25
146,414830,7489,2,3,175.0,90.8,181.9,76.25
147,531150,7489,2,2,153.54,68.15,181.9,76.25
148,531150,7489,2,3,175.0,90.8,181.9,76.25
149,531150,7489,2,4,181.61,68.04,181.9,76.25
150,406123,7489,2,2,161.84,72.33,181.9,76.25
151,406123,7489,2,3,175.0,90.8,181.9,76.25
152,839148,7489,2,2,165.94,77.93,181.9,76.25
153,839148,7489,2,3,175.0,90.8,181.9,76.25
154,970081,7489,2,2,160.0,66.04,181.9,76.25
155,970081,7489,2,3,175.0,90.8,181.9,76.25
156,970081,7489,2,4,182.88,74.84,181.9,76.25
157,989238,8845,1,1,177.8,86.18,178.6,76.75
158,989238,8845,1,3,175.0,90.8,178.6,76.75
159,333135,8845,1,3,175.0,90.8,178.6,76.75
160,333135,8845,1,4,175.26,72.57,178.6,76.75
161,309989,8845,1,2,174.78,81.09,178.6,76.75
162,309989,8845,1,3,175.0,90.8,178.6,76.75
163,309989,8845,1,4,182.88,77.11,178.6,76.75
164,786536,8845,1,2,177.79,82.38,178.6,76.75
165,786536,8845,1,3,175.0,90.8,178.6,76.75
166,786536,8845,1,4,179.07,72.57,178.6,76.75
167,806508,8845,1,2,172.93,77.87,178.6,76.75
168,806508,8845,1,3,175.0,90.8,178.6,76.75
169,806508,8845,1,4,179.07,69.63,178.6,76.75
170,895566,8845,3,3,175.0,90.8,178.6,76.75
171,895566,8845,3,4,180.34,69.17,178.6,76.75
174,534053,8845,2,2,165.99,65.86,178.6,76.75
175,534053,8845,2,3,175.0,90.8,178.6,76.75
176,193017,8845,2,2,171.21,75.82,178.6,76.75
177,193017,8845,2,3,175.0,90.8,178.6,76.75
178,193017,8845,2,4,180.34,74.84,178.6,76.75
179,728005,8845,2,2,163.09,71.12,178.6,76.75
180,728005,8845,2,3,175.0,90.8,178.6,76.75
181,551981,8845,2,2,166.33,84.73,178.6,76.75
182,551981,8845,2,3,175.0,90.8,178.6,76.75
183,481998,8845,2,2,165.16,77.3,178.6,76.75
184,481998,8845,2,3,175.0,90.8,178.6,76.75
185,481998,8845,2,4,180.34,72.57,178.6,76.75
186,269156,8845,2,2,165.63,67.1,178.6,76.75
187,269156,8845,2,3,175.0,90.8,178.6,76.75
188,256444,8845,2,2,170.35,65.74,178.6,76.75
189,256444,8845,2,3,175.0,90.8,178.6,76.75
190,256444,8845,2,4,182.88,80.51,178.6,76.75
191,419932,8845,2,2,170.17,54.57,178.6,76.75
192,419932,8845,2,3,175.0,90.8,178.6,76.75
193,952064,8845,2,2,166.64,72.59,178.6,76.75
194,952064,8845,2,3,175.0,90.8,178.6,76.75
195,145338,8845,2,2,163.49,72.37,178.6,76.75
196,145338,8845,2,3,175.0,90.8,178.6,76.75
197,574279,8845,2,2,161.23,76.16,178.6,76.75
198,574279,8845,2,3,175.0,90.8,178.6,76.75
199,574279,8845,2,4,177.8,74.39,178.6,76.75
200,148572,8845,2,2,167.14,70.34,178.6,76.75
201,148572,8845,2,3,175.0,90.8,178.6,76.75
202,422323,8845,2,2,167.72,76.32,178.6,76.75
203,422323,8845,2,3,175.0,90.8,178.6,76.75
204,988741,8845,2,2,160.27,59.9,178.6,76.75
205,988741,8845,2,3,175.0,90.8,178.6,76.75
206,988741,8845,2,4,173.99,68.04,178.6,76.75
207,834924,3539,1,2,161.63,63.6,170.9,61.3
208,834924,3539,1,3,161.0,78.7,170.9,61.3
209,834924,3539,1,4,170.18,62.6,170.9,61.3
210,755417,3539,1,1,147.32,,170.9,61.3
211,755417,3539,1,2,162.19,66.36,170.9,61.3
212,755417,3539,1,3,161.0,78.7,170.9,61.3
213,677354,3539,1,2,161.23,63.07,170.9,61.3
214,677354,3539,1,3,161.0,78.7,170.9,61.3
215,677354,3539,1,4,167.64,63.5,170.9,61.3
216,600969,3539,1,2,164.4,71.75,170.9,61.3
217,600969,3539,1,3,161.0,78.7,170.9,61.3
218,600969,3539,1,4,173.99,63.5,170.9,61.3
219,940325,3539,1,2,164.37,66.65,170.9,61.3
220,940325,3539,1,3,161.0,78.7,170.9,61.3
221,940325,3539,1,4,167.64,63.5,170.9,61.3
222,997030,3539,3,3,161.0,78.7,170.9,61.3
223,997030,3539,3,4,171.45,67.59,170.9,61.3
226,974692,3539,2,2,163.37,54.17,170.9,61.3
227,974692,3539,2,3,161.0,78.7,170.9,61.3
228,289177,3539,2,2,199.31,56.39,170.9,61.3
229,289177,3539,2,3,161.0,78.7,170.9,61.3
230,289177,3539,2,4,172.72,63.5,170.9,61.3
231,347500,3539,2,2,166.21,67.18,170.9,61.3
232,347500,3539,2,3,161.0,78.7,170.9,61.3
233,208589,3539,2,2,166.41,58.42,170.9,61.3
234,208589,3539,2,3,161.0,78.7,170.9,61.3
235,476459,3539,2,2,164.36,60.28,170.9,61.3
236,476459,3539,2,3,161.0,78.7,170.9,61.3
237,476459,3539,2,4,172.72,63.5,170.9,61.3
238,832671,3539,2,2,172.62,75.67,170.9,61.3
239,832671,3539,2,3,161.0,78.7,170.9,61.3
240,523830,3539,2,2,169.08,67.94,170.9,61.3
241,523830,3539,2,3,161.0,78.7,170.9,61.3
242,523830,3539,2,4,175.26,64.86,170.9,61.3
243,734054,3539,2,2,170.08,53.77,170.9,61.3
244,734054,3539,2,3,161.0,78.7,170.9,61.3
245,652696,3539,2,2,166.35,67.2,170.9,61.3
246,652696,3539,2,3,161.0,78.7,170.9,61.3
247,470209,3539,2,2,165.82,54.93,170.9,61.3
248,470209,3539,2,3,161.0,78.7,170.9,61.3
249,787005,3539,2,2,162.52,59.15,170.9,61.3
250,787005,3539,2,3,161.0,78.7,170.9,61.3
251,787005,3539,2,4,172.72,68.04,170.9,61.3
252,285740,3539,2,2,169.08,65.87,170.9,61.3
253,285740,3539,2,3,161.0,78.7,170.9,61.3
254,145252,3539,2,2,168.0,66.24,170.9,61.3
255,145252,3539,2,3,161.0,78.7,170.9,61.3
256,867240,3539,2,2,163.5,58.77,170.9,61.3
257,867240,3539,2,3,161.0,78.7,170.9,61.3
258,867240,3539,2,4,167.64,63.5,170.9,61.3
259,519491,2476,3,3,161.0,78.7,156.0,54.9
260,519491,2476,3,4,165.1,63.5,156.0,54.9
261,840775,2476,2,3,161.0,78.7,156.0,54.9
262,840775,2476,2,4,167.64,62.37,156.0,54.9
263,757143,2476,2,3,161.0,78.7,156.0,54.9
264,757143,2476,2,4,166.37,61.23,156.0,54.9
265,946463,2476,2,3,161.0,78.7,156.0,54.9
266,946463,2476,2,4,170.18,68.04,156.0,54.9
267,535116,2476,2,3,161.0,78.7,156.0,54.9
268,535116,2476,2,4,163.83,65.77,156.0,54.9
269,819281,2089,1,2,175.35,81.2,177.6,75.4
270,819281,2089,1,3,175.0,90.8,177.6,75.4
271,819281,2089,1,4,173.99,69.17,177.6,75.4
272,459497,2089,1,2,175.34,81.18,177.6,75.4
273,459497,2089,1,3,175.0,90.8,177.6,75.4
274,459497,2089,1,4,180.34,68.04,177.6,75.4
275,724463,2089,1,1,160.02,,177.6,75.4
276,724463,2089,1,2,175.44,79.84,177.6,75.4
277,724463,2089,1,3,175.0,90.8,177.6,75.4
278,724463,2089,1,4,176.53,72.57,177.6,75.4
279,155994,2089,1,2,165.38,80.26,177.6,75.4
280,155994,2089,1,3,175.0,90.8,177.6,75.4
281,155994,2089,1,4,186.69,77.11,177.6,75.4
282,311574,2089,1,2,174.61,80.88,177.6,75.4
283,311574,2089,1,3,175.0,90.8,177.6,75.4
284,311574,2089,1,4,176.53,71.21,177.6,75.4
285,199740,2089,3,3,175.0,90.8,177.6,75.4
286,199740,2089,3,4,180.34,71.89,177.6,75.4
289,967338,2089,2,2,163.86,68.62,177.6,75.4
290,967338,2089,2,3,175.0,90.8,177.6,75.4
291,236308,2089,2,2,178.79,81.88,177.6,75.4
292,236308,2089,2,3,175.0,90.8,177.6,75.4
293,236308,2089,2,4,181.61,74.39,177.6,75.4
294,845544,2089,2,2,166.36,68.0,177.6,75.4
295,845544,2089,2,3,175.0,90.8,177.6,75.4
296,140861,2089,2,2,164.66,70.66,177.6,75.4
297,140861,2089,2,3,175.0,90.8,177.6,75.4
298,816774,2089,2,2,161.56,70.09,177.6,75.4
299,816774,2089,2,3,175.0,90.8,177.6,75.4
300,816774,2089,2,4,176.53,77.11,177.6,75.4
301,808795,2089,2,2,169.16,69.46,177.6,75.4
302,808795,2089,2,3,175.0,90.8,177.6,75.4
303,101774,2089,2,2,170.26,71.48,177.6,75.4
304,101774,2089,2,3,175.0,90.8,177.6,75.4
305,101774,2089,2,4,177.8,69.17,177.6,75.4
306,452732,2089,2,2,165.49,72.13,177.6,75.4
307,452732,2089,2,3,175.0,90.8,177.6,75.4
308,730946,2089,2,2,165.91,73.62,177.6,75.4
309,730946,2089,2,3,175.0,90.8,177.6,75.4
310,830553,2089,2,2,160.41,54.58,177.6,75.4
311,830553,2089,2,3,175.0,90.8,177.6,75.4
312,952382,2089,2,2,166.58,65.17,177.6,75.4
313,952382,2089,2,3,175.0,90.8,177.6,75.4
314,952382,2089,2,4,182.88,79.38,177.6,75.4
315,222453,2089,2,2,171.43,77.7,177.6,75.4
316,222453,2089,2,3,175.0,90.8,177.6,75.4
317,966842,2089,2,2,168.86,71.21,177.6,75.4
318,966842,2089,2,3,175.0,90.8,177.6,75.4
319,507525,2089,2,2,162.25,61.67,177.6,75.4
320,507525,2089,2,3,175.0,90.8,177.6,75.4
321,507525,2089,2,4,185.42,74.84,177.6,75.4
322,353610,1324,1,1,170.18,77.11,173.5,69.35
323,353610,1324,1,2,175.35,81.25,173.5,69.35
324,353610,1324,1,3,175.0,90.8,173.5,69.35
325,353610,1324,1,4,172.72,68.04,173.5,69.35
326,940018,1324,1,2,175.33,81.18,173.5,69.35
327,940018,1324,1,3,175.0,90.8,173.5,69.35
328,940018,1324,1,4,176.53,70.31,173.5,69.35
329,305073,1324,1,2,173.58,80.63,173.5,69.35
330,305073,1324,1,3,175.0,90.8,173.5,69.35
331,305073,1324,1,4,172.72,65.77,173.5,69.35
332,482930,1324,1,2,178.58,87.59,173.5,69.35
333,482930,1324,1,3,175.0,90.8,173.5,69.35
334,482930,1324,1,4,179.07,72.57,173.5,69.35
335,311465,1324,1,2,175.35,81.24,173.5,69.35
336,311465,1324,1,3,175.0,90.8,173.5,69.35
337,311465,1324,1,4,170.18,68.04,173.5,69.35
338,180944,1324,3,3,175.0,90.8,173.5,69.35
339,180944,1324,3,4,172.72,70.99,173.5,69.35
342,100945,1324,2,2,170.58,74.85,173.5,69.35
343,100945,1324,2,3,175.0,90.8,173.5,69.35
344,753503,1324,2,2,172.33,86.73,173.5,69.35
345,753503,1324,2,3,175.0,90.8,173.5,69.35
346,753503,1324,2,4,182.88,77.11,173.5,69.35
347,984848,1324,2,2,168.33,73.13,173.5,69.35
348,984848,1324,2,3,175.0,90.8,173.5,69.35
349,753642,1324,2,2,174.1,72.5,173.5,69.35
350,753642,1324,2,3,175.0,90.8,173.5,69.35
351,843617,1324,2,2,169.03,76.74,173.5,69.35
352,843617,1324,2,3,175.0,90.8,173.5,69.35
353,843617,1324,2,4,175.26,77.11,173.5,69.35
354,752481,1324,2,2,172.81,76.83,173.5,69.35
355,752481,1324,2,3,175.0,90.8,173.5,69.35
356,831232,1324,2,2,175.51,79.58,173.5,69.35
357,831232,1324,2,3,175.0,90.8,173.5,69.35
358,831232,1324,2,4,175.26,73.71,173.5,69.35
359,868635,1324,2,2,173.36,68.94,173.5,69.35
360,868635,1324,2,3,175.0,90.8,173.5,69.35
361,111016,1324,2,2,171.08,79.22,173.5,69.35
362,111016,1324,2,3,175.0,90.8,173.5,69.35
363,831571,1324,2,2,171.87,66.8,173.5,69.35
364,831571,1324,2,3,175.0,90.8,173.5,69.35
365,809606,1324,2,2,171.83,73.68,173.5,69.35
366,809606,1324,2,3,175.0,90.8,173.5,69.35
367,809606,1324,2,4,172.72,68.04,173.5,69.35
368,323495,1324,2,2,177.09,78.62,173.5,69.35
369,323495,1324,2,3,175.0,90.8,173.5,69.35
370,361317,1324,2,2,175.68,85.78,173.5,69.35
371,361317,1324,2,3,175.0,90.8,173.5,69.35
372,203177,1324,2,2,174.55,74.25,173.5,69.35
373,203177,1324,2,3,175.0,90.8,173.5,69.35
374,203177,1324,2,4,177.8,74.84,173.5,69.35
375,269766,7579,1,2,175.32,81.19,192.5,87.55
376,269766,7579,1,3,175.0,90.8,192.5,87.55
377,269766,7579,1,4,184.15,71.44,192.5,87.55
378,560130,7579,1,1,172.72,74.84,192.5,87.55
379,560130,7579,1,2,173.01,75.05,192.5,87.55
380,560130,7579,1,3,175.0,90.8,192.5,87.55
381,560130,7579,1,4,185.42,76.2,192.5,87.55
382,381331,7579,1,2,170.8,83.78,192.5,87.55
383,381331,7579,1,3,175.0,90.8,192.5,87.55
384,381331,7579,1,4,180.34,74.16,192.5,87.55
385,169665,7579,1,2,171.09,82.18,192.5,87.55
386,169665,7579,1,3,175.0,90.8,192.5,87.55
387,169665,7579,1,4,182.88,70.31,192.5,87.55
388,884745,7579,1,2,175.13,79.76,192.5,87.55
389,884745,7579,1,3,175.0,90.8,192.5,87.55
390,220010,7579,3,3,175.0,90.8,192.5,87.55
391,220010,7579,3,4,182.88,70.31,192.5,87.55
394,999579,7579,2,2,165.98,58.37,192.5,87.55
395,999579,7579,2,3,175.0,90.8,192.5,87.55
396,266163,7579,2,2,162.36,66.72,192.5,87.55
397,266163,7579,2,3,175.0,90.8,192.5,87.55
398,266163,7579,2,4,185.42,74.84,192.5,87.55
399,762899,7579,2,2,165.33,65.58,192.5,87.55
400,762899,7579,2,3,175.0,90.8,192.5,87.55
401,522185,7579,2,2,172.31,61.71,192.5,87.55
402,522185,7579,2,3,175.0,90.8,192.5,87.55
403,129279,7579,2,2,167.26,63.42,192.5,87.55
404,129279,7579,2,3,175.0,90.8,192.5,87.55
405,129279,7579,2,4,175.26,72.57,192.5,87.55
406,281262,7579,2,2,176.58,57.67,192.5,87.55
407,281262,7579,2,3,175.0,90.8,192.5,87.55
408,854380,7579,2,2,175.19,61.12,192.5,87.55
409,854380,7579,2,3,175.0,90.8,192.5,87.55
410,854380,7579,2,4,182.88,72.57,192.5,87.55
411,617676,7579,2,2,166.64,56.36,192.5,87.55
412,617676,7579,2,3,175.0,90.8,192.5,87.55
413,890669,7579,2,2,167.84,65.11,192.5,87.55
414,890669,7579,2,3,175.0,90.8,192.5,87.55
415,633650,7579,2,2,163.87,63.75,192.5,87.55
416,633650,7579,2,3,175.0,90.8,192.5,87.55
417,497890,7579,2,2,167.81,72.97,192.5,87.55
418,497890,7579,2,3,175.0,90.8,192.5,87.55
419,497890,7579,2,4,177.8,72.57,192.5,87.55
420,687044,7579,2,2,169.16,63.8,192.5,87.55
421,687044,7579,2,3,175.0,90.8,192.5,87.55
422,396616,7579,2,2,167.14,66.23,192.5,87.55
423,396616,7579,2,3,175.0,90.8,192.5,87.55
424,155490,7579,2,2,167.51,72.25,192.5,87.55
425,155490,7579,2,3,175.0,90.8,192.5,87.55
426,155490,7579,2,4,184.15,70.31,192.5,87.55
427,921816,5741,1,1,160.02,59.87,167.0,79.0
428,921816,5741,1,2,162.73,68.44,167.0,79.0
429,921816,5741,1,3,161.0,78.7,167.0,79.0
430,921816,5741,1,4,165.1,61.23,167.0,79.0
431,804099,5741,1,2,162.6,68.23,167.0,79.0
432,804099,5741,1,3,161.0,78.7,167.0,79.0
433,804099,5741,1,4,166.37,68.04,167.0,79.0
434,530568,5741,1,2,160.88,76.64,167.0,79.0
435,530568,5741,1,3,161.0,78.7,167.0,79.0
436,530568,5741,1,4,168.91,68.04,167.0,79.0
437,454975,5741,1,2,164.37,78.45,167.0,79.0
438,454975,5741,1,3,161.0,78.7,167.0,79.0
439,454975,5741,1,4,167.64,70.31,167.0,79.0
440,532846,5741,1,2,162.73,68.43,167.0,79.0
441,532846,5741,1,3,161.0,78.7,167.0,79.0
442,532846,5741,1,4,166.37,63.5,167.0,79.0
443,751125,5741,3,3,161.0,78.7,167.0,79.0
444,751125,5741,3,4,165.1,66.9,167.0,79.0
447,837544,5741,2,2,158.15,66.07,167.0,79.0
448,837544,5741,2,3,161.0,78.7,167.0,79.0
449,739143,5741,2,2,163.32,74.91,167.0,79.0
450,739143,5741,2,3,161.0,78.7,167.0,79.0
451,739143,5741,2,4,170.18,68.04,167.0,79.0
452,437478,5741,2,2,164.49,69.1,167.0,79.0
453,437478,5741,2,3,161.0,78.7,167.0,79.0
454,325138,5741,2,2,164.44,73.09,167.0,79.0
455,325138,5741,2,3,161.0,78.7,167.0,79.0
456,291261,5741,2,2,159.61,70.92,167.0,79.0
457,291261,5741,2,3,161.0,78.7,167.0,79.0
458,291261,5741,2,4,170.18,72.57,167.0,79.0
459,601858,5741,2,2,166.78,71.72,167.0,79.0
460,601858,5741,2,3,161.0,78.7,167.0,79.0
461,263632,5741,2,2,164.41,79.65,167.0,79.0
462,263632,5741,2,3,161.0,78.7,167.0,79.0
463,263632,5741,2,4,170.18,74.84,167.0,79.0
464,389349,5741,2,2,161.15,67.18,167.0,79.0
465,389349,5741,2,3,161.0,78.7,167.0,79.0
466,892496,5741,2,2,162.18,67.28,167.0,79.0
467,892496,5741,2,3,161.0,78.7,167.0,79.0
468,758002,5741,2,2,160.6,40.73,167.0,79.0
469,758002,5741,2,3,161.0,78.7,167.0,79.0
470,185257,5741,2,2,160.32,66.41,167.0,79.0
471,185257,5741,2,3,161.0,78.7,167.0,79.0
472,185257,5741,2,4,170.18,74.84,167.0,79.0
473,529456,5741,2,2,161.08,64.47,167.0,79.0
474,529456,5741,2,3,161.0,78.7,167.0,79.0
475,886728,5741,2,2,164.44,70.48,167.0,79.0
476,886728,5741,2,3,161.0,78.7,167.0,79.0
477,452562,5741,2,2,153.01,78.14,167.0,79.0
478,452562,5741,2,3,161.0,78.7,167.0,79.0
479,452562,5741,2,4,166.37,70.31,167.0,79.0
480,312515,1964,1,2,162.42,68.03,153.0,48.5
481,312515,1964,1,3,161.0,78.7,153.0,48.5
482,312515,1964,1,4,161.29,56.7,153.0,48.5
483,943421,1964,1,2,162.32,66.65,153.0,48.5
484,943421,1964,1,3,161.0,78.7,153.0,48.5
485,943421,1964,1,4,160.02,54.43,153.0,48.5
486,737825,1964,1,2,161.88,64.59,153.0,48.5
487,737825,1964,1,3,161.0,78.7,153.0,48.5
488,737825,1964,1,4,165.1,62.14,153.0,48.5
489,615835,1964,1,1,165.1,,153.0,48.5
490,615835,1964,1,2,174.13,80.14,153.0,48.5
491,615835,1964,1,3,161.0,78.7,153.0,48.5
492,615835,1964,1,4,168.91,58.51,153.0,48.5
493,511232,1964,1,2,162.19,66.82,153.0,48.5
494,511232,1964,1,3,161.0,78.7,153.0,48.5
495,511232,1964,1,4,157.48,56.7,153.0,48.5
496,937134,1964,3,3,161.0,78.7,153.0,48.5
497,937134,1964,3,4,166.37,58.97,153.0,48.5
500,393226,1964,2,2,171.51,63.02,153.0,48.5
501,393226,1964,2,3,161.0,78.7,153.0,48.5
502,988676,1964,2,2,167.03,59.37,153.0,48.5
503,988676,1964,2,3,161.0,78.7,153.0,48.5
504,988676,1964,2,4,165.1,63.5,153.0,48.5
505,190823,1964,2,2,174.49,72.71,153.0,48.5
506,190823,1964,2,3,161.0,78.7,153.0,48.5
507,522616,1964,2,2,164.52,60.47,153.0,48.5
508,522616,1964,2,3,161.0,78.7,153.0,48.5
509,428490,1964,2,2,166.15,58.74,153.0,48.5
510,428490,1964,2,3,161.0,78.7,153.0,48.5
511,428490,1964,2,4,166.37,57.15,153.0,48.5
512,738479,1964,2,2,168.95,57.0,153.0,48.5
513,738479,1964,2,3,161.0,78.7,153.0,48.5
514,712545,1964,2,2,172.91,71.07,153.0,48.5
515,712545,1964,2,3,161.0,78.7,153.0,48.5
516,712545,1964,2,4,170.18,65.77,153.0,48.5
517,808519,1964,2,2,163.84,62.15,153.0,48.5
