,image,image_participant_id,setting,group,estimated_height_cm,estimated_weight_kg,height_cm,weight_kg
1768,457287,5052,2,2,160.62,64.77,166.5,64.7
1769,457287,5052,2,3,161.0,78.7,166.5,64.7
1770,634015,5052,2,2,157.16,64.77,166.5,64.7
1771,634015,5052,2,3,161.0,78.7,166.5,64.7
1772,180599,5052,2,2,161.75,60.33,166.5,64.7
1773,180599,5052,2,3,161.0,78.7,166.5,64.7
1774,611271,5052,2,2,160.9,67.16,166.5,64.7
1775,611271,5052,2,3,161.0,78.7,166.5,64.7
1776,852304,5052,2,2,159.09,58.78,166.5,64.7
1777,852304,5052,2,3,161.0,78.7,166.5,64.7
1778,338443,5052,2,2,159.25,72.77,166.5,64.7
1779,338443,5052,2,3,161.0,78.7,166.5,64.7
1780,996862,5052,2,2,158.35,61.06,166.5,64.7
1781,996862,5052,2,3,161.0,78.7,166.5,64.7
1782,271459,5052,2,2,157.41,59.33,166.5,64.7
1783,271459,5052,2,3,161.0,78.7,166.5,64.7
1784,398495,5052,2,2,162.5,66.4,166.5,64.7
1785,398495,5052,2,3,161.0,78.7,166.5,64.7
1786,451493,5052,2,2,161.64,66.34,166.5,64.7
1787,451493,5052,2,3,161.0,78.7,166.5,64.7
1788,137264,5052,2,2,156.55,58.25,166.5,64.7
1789,137264,5052,2,3,161.0,78.7,166.5,64.7
1790,228078,8759,1,1,152.4,45.36,161.1,62.2
1791,228078,8759,1,3,161.0,78.7,161.1,62.2
1792,228078,8759,1,4,167.64,59.87,161.1,62.2
1793,914357,8759,1,2,162.71,68.4,161.1,62.2
1794,914357,8759,1,3,161.0,78.7,161.1,62.2
1795,648390,8759,1,2,160.81,66.1,161.1,62.2
1796,648390,8759,1,3,161.0,78.7,161.1,62.2
1797,648390,8759,1,4,168.91,65.32,161.1,62.2
1798,153764,8759,1,2,160.73,83.41,161.1,62.2
1799,153764,8759,1,3,161.0,78.7,161.1,62.2
1800,153764,8759,1,4,165.1,61.23,161.1,62.2
1801,329157,8759,1,2,159.16,58.93,161.1,62.2
1802,329157,8759,1,3,161.0,78.7,161.1,62.2
1803,329157,8759,1,4,161.29,59.65,161.1,62.2
1804,256559,8759,3,3,161.0,78.7,161.1,62.2
1805,256559,8759,3,4,166.37,63.96,161.1,62.2
1808,817275,8759,2,2,154.96,59.19,161.1,62.2
1809,817275,8759,2,3,161.0,78.7,161.1,62.2
1810,794105,8759,2,2,168.36,69.72,161.1,62.2
1811,794105,8759,2,3,161.0,78.7,161.1,62.2
1812,794105,8759,2,4,167.64,62.37,161.1,62.2
1813,743995,8759,2,2,165.41,67.15,161.1,62.2
1814,743995,8759,2,3,161.0,78.7,161.1,62.2
1815,913036,8759,2,2,165.62,89.07,161.1,62.2
1816,913036,8759,2,3,161.0,78.7,161.1,62.2
1817,250930,8759,2,2,160.99,73.07,161.1,62.2
1818,250930,8759,2,3,161.0,78.7,161.1,62.2
1819,250930,8759,2,4,165.1,63.5,161.1,62.2
1820,342643,8759,2,2,162.32,65.18,161.1,62.2
1821,342643,8759,2,3,161.0,78.7,161.1,62.2
1822,837767,8759,2,2,162.41,72.42,161.1,62.2
1823,837767,8759,2,3,161.0,78.7,161.1,62.2
1824,837767,8759,2,4,167.64,68.04,161.1,62.2
1825,471917,8759,2,2,162.11,67.72,161.1,62.2
1826,471917,8759,2,3,161.0,78.7,161.1,62.2
1827,560996,8759,2,2,155.23,71.2,161.1,62.2
1828,560996,8759,2,3,161.0,78.7,161.1,62.2
1829,657446,8759,2,2,158.01,62.53,161.1,62.2
1830,657446,8759,2,3,161.0,78.7,161.1,62.2
1831,271253,8759,2,2,158.48,65.47,161.1,62.2
1832,271253,8759,2,3,161.0,78.7,161.1,62.2
1833,271253,8759,2,4,165.1,63.5,161.1,62.2
1834,798527,8759,2,2,161.51,67.85,161.1,62.2
1835,798527,8759,2,3,161.0,78.7,161.1,62.2
1836,618562,8759,2,2,159.59,66.62,161.1,62.2
1837,618562,8759,2,3,161.0,78.7,161.1,62.2
1838,417571,8759,2,2,148.01,59.25,161.1,62.2
1839,417571,8759,2,3,161.0,78.7,161.1,62.2
1840,417571,8759,2,4,165.1,66.45,161.1,62.2
1841,936777,5587,1,2,162.73,68.41,163.2,55.45
1842,936777,5587,1,3,161.0,78.7,163.2,55.45
1843,936777,5587,1,4,168.91,63.5,163.2,55.45
1844,447148,5587,1,2,162.69,68.4,163.2,55.45
1845,447148,5587,1,3,161.0,78.7,163.2,55.45
1846,447148,5587,1,4,167.64,58.97,163.2,55.45
1847,406179,5587,1,2,159.96,67.24,163.2,55.45
1848,406179,5587,1,3,161.0,78.7,163.2,55.45
1849,406179,5587,1,4,167.64,62.6,163.2,55.45
1850,111063,5587,1,1,175.26,65.77,163.2,55.45
1851,111063,5587,1,2,160.84,78.93,163.2,55.45
1852,111063,5587,1,3,161.0,78.7,163.2,55.45
1853,111063,5587,1,4,167.64,66.9,163.2,55.45
1854,429794,5587,1,2,162.01,67.48,163.2,55.45
1855,429794,5587,1,3,161.0,78.7,163.2,55.45
1856,429794,5587,1,4,168.91,63.5,163.2,55.45
1857,442417,5587,3,3,161.0,78.7,163.2,55.45
1858,442417,5587,3,4,168.91,67.59,163.2,55.45
1861,551941,5587,2,2,161.13,63.98,163.2,55.45
1862,551941,5587,2,3,161.0,78.7,163.2,55.45
1863,520080,5587,2,2,169.92,52.6,163.2,55.45
1864,520080,5587,2,3,161.0,78.7,163.2,55.45
1865,520080,5587,2,4,170.18,68.04,163.2,55.45
1866,475009,5587,2,2,163.96,59.14,163.2,55.45
1867,475009,5587,2,3,161.0,78.7,163.2,55.45
1868,877854,5587,2,2,160.05,61.05,163.2,55.45
1869,877854,5587,2,3,161.0,78.7,163.2,55.45
1870,719743,5587,2,2,163.49,63.8,163.2,55.45
1871,719743,5587,2,3,161.0,78.7,163.2,55.45
1872,719743,5587,2,4,167.64,65.77,163.2,55.45
1873,394099,5587,2,2,166.96,62.76,163.2,55.45
1874,394099,5587,2,3,161.0,78.7,163.2,55.45
1875,808195,5587,2,2,162.6,65.56,163.2,55.45
1876,808195,5587,2,3,161.0,78.7,163.2,55.45
1877,808195,5587,2,4,172.72,62.37,163.2,55.45
1878,247945,5587,2,2,163.2,44.39,163.2,55.45
1879,247945,5587,2,3,161.0,78.7,163.2,55.45
1880,477379,5587,2,2,160.39,64.24,163.2,55.45
1881,477379,5587,2,3,161.0,78.7,163.2,55.45
1882,377980,5587,2,2,159.25,59.43,163.2,55.45
1883,377980,5587,2,3,161.0,78.7,163.2,55.45
1884,331860,5587,2,2,156.66,60.86,163.2,55.45
1885,331860,5587,2,3,161.0,78.7,163.2,55.45
1886,331860,5587,2,4,170.18,64.41,163.2,55.45
1887,851757,5587,2,2,159.97,63.5,163.2,55.45
1888,851757,5587,2,3,161.0,78.7,163.2,55.45
1889,792821,5587,2,2,157.58,64.11,163.2,55.45
1890,792821,5587,2,3,161.0,78.7,163.2,55.45
1891,517236,5587,2,2,156.46,58.63,163.2,55.45
1892,517236,5587,2,3,161.0,78.7,163.2,55.45
1893,517236,5587,2,4,170.18,65.77,163.2,55.45
1894,692806,2463,1,2,162.7,68.39,156.0,73.25
1895,692806,2463,1,3,161.0,78.7,156.0,73.25
1896,692806,2463,1,4,165.1,60.1,156.0,73.25
1897,103432,2463,1,2,162.66,68.25,156.0,73.25
1898,103432,2463,1,3,161.0,78.7,156.0,73.25
1899,103432,2463,1,4,161.29,68.04,156.0,73.25
1900,286163,2463,1,1,162.56,68.04,156.0,73.25
1901,286163,2463,1,2,163.85,69.32,156.0,73.25
1902,286163,2463,1,3,161.0,78.7,156.0,73.25
1903,286163,2463,1,4,165.1,63.5,156.0,73.25
1904,910792,2463,1,2,157.32,59.22,156.0,73.25
1905,910792,2463,1,3,161.0,78.7,156.0,73.25
1906,411362,2463,1,2,162.94,67.97,156.0,73.25
1907,411362,2463,1,3,161.0,78.7,156.0,73.25
1908,411362,2463,1,4,165.1,66.9,156.0,73.25
1909,618264,2463,3,3,161.0,78.7,156.0,73.25
1910,618264,2463,3,4,162.56,68.04,156.0,73.25
1913,613933,2463,2,2,153.92,65.95,156.0,73.25
1914,613933,2463,2,3,161.0,78.7,156.0,73.25
1915,928838,2463,2,2,153.14,73.88,156.0,73.25
1916,928838,2463,2,3,161.0,78.7,156.0,73.25
1917,928838,2463,2,4,162.56,64.41,156.0,73.25
1918,877642,2463,2,2,155.55,71.81,156.0,73.25
1919,877642,2463,2,3,161.0,78.7,156.0,73.25
1920,464729,2463,2,2,160.06,73.35,156.0,73.25
1921,464729,2463,2,3,161.0,78.7,156.0,73.25
1922,444375,2463,2,2,150.77,77.93,156.0,73.25
1923,444375,2463,2,3,161.0,78.7,156.0,73.25
1924,444375,2463,2,4,165.1,64.64,156.0,73.25
1925,633017,2463,2,2,161.01,74.19,156.0,73.25
1926,633017,2463,2,3,161.0,78.7,156.0,73.25
1927,407705,2463,2,2,159.84,75.9,156.0,73.25
1928,407705,2463,2,3,161.0,78.7,156.0,73.25
1929,407705,2463,2,4,165.1,66.9,156.0,73.25
1930,892378,2463,2,2,161.95,66.89,156.0,73.25
1931,892378,2463,2,3,161.0,78.7,156.0,73.25
1932,133374,2463,2,2,157.43,74.03,156.0,73.25
1933,133374,2463,2,3,161.0,78.7,156.0,73.25
1934,935999,2463,2,2,160.12,61.86,156.0,73.25
1935,935999,2463,2,3,161.0,78.7,156.0,73.25
1936,948321,2463,2,2,159.93,65.75,156.0,73.25
1937,948321,2463,2,3,161.0,78.7,156.0,73.25
1938,948321,2463,2,4,165.74,64.64,156.0,73.25
1939,556002,2463,2,2,154.2,70.78,156.0,73.25
1940,556002,2463,2,3,161.0,78.7,156.0,73.25
1941,720757,2463,2,2,155.88,69.0,156.0,73.25
1942,720757,2463,2,3,161.0,78.7,156.0,73.25
1943,424719,2463,2,2,162.11,68.01,156.0,73.25
1944,424719,2463,2,3,161.0,78.7,156.0,73.25
1945,424719,2463,2,4,165.1,72.57,156.0,73.25
1946,978380,9972,1,2,175.34,81.28,178.9,88.75
1947,978380,9972,1,3,175.0,90.8,178.9,88.75
1948,978380,9972,1,4,180.34,77.34,178.9,88.75
1949,222532,9972,1,2,171.78,75.86,178.9,88.75
1950,222532,9972,1,3,175.0,90.8,178.9,88.75
1951,222532,9972,1,4,182.88,75.98,178.9,88.75
1952,321454,9972,1,1,177.8,77.11,178.9,88.75
1953,321454,9972,1,2,173.93,83.39,178.9,88.75
1954,321454,9972,1,3,175.0,90.8,178.9,88.75
1955,321454,9972,1,4,177.8,73.71,178.9,88.75
1956,405056,9972,1,2,170.27,78.22,178.9,88.75
1957,405056,9972,1,3,175.0,90.8,178.9,88.75
1958,405056,9972,1,4,180.34,73.71,178.9,88.75
1959,243065,9972,1,2,172.29,82.88,178.9,88.75
1960,243065,9972,1,3,175.0,90.8,178.9,88.75
1961,243065,9972,1,4,177.8,75.98,178.9,88.75
1962,455032,9972,3,3,175.0,90.8,178.9,88.75
1963,455032,9972,3,4,177.8,77.11,178.9,88.75
1966,778408,9972,2,2,173.95,86.03,178.9,88.75
1967,778408,9972,2,3,175.0,90.8,178.9,88.75
1968,485474,9972,2,2,168.28,77.37,178.9,88.75
1969,485474,9972,2,3,175.0,90.8,178.9,88.75
1970,485474,9972,2,4,182.88,77.11,178.9,88.75
1971,284582,9972,2,2,169.17,77.46,178.9,88.75
1972,284582,9972,2,3,175.0,90.8,178.9,88.75
1973,118512,9972,2,2,168.84,80.15,178.9,88.75
1974,118512,9972,2,3,175.0,90.8,178.9,88.75
1975,710060,9972,2,2,169.46,81.18,178.9,88.75
1976,710060,9972,2,3,175.0,90.8,178.9,88.75
1977,710060,9972,2,4,180.34,77.11,178.9,88.75
1978,819675,9972,2,2,173.8,84.19,178.9,88.75
1979,819675,9972,2,3,175.0,90.8,178.9,88.75
1980,278534,9972,2,2,168.52,77.24,178.9,88.75
1981,278534,9972,2,3,175.0,90.8,178.9,88.75
1982,278534,9972,2,4,180.34,81.65,178.9,88.75
1983,419637,9972,2,2,174.43,80.12,178.9,88.75
1984,419637,9972,2,3,175.0,90.8,178.9,88.75
1985,147105,9972,2,2,165.37,78.71,178.9,88.75
1986,147105,9972,2,3,175.0,90.8,178.9,88.75
1987,958410,9972,2,2,167.72,69.26,178.9,88.75
1988,958410,9972,2,3,175.0,90.8,178.9,88.75
1989,474122,9972,2,2,166.46,72.36,178.9,88.75
1990,474122,9972,2,3,175.0,90.8,178.9,88.75
1991,474122,9972,2,4,180.34,69.17,178.9,88.75
1992,908791,9972,2,2,166.41,77.48,178.9,88.75
1993,908791,9972,2,3,175.0,90.8,178.9,88.75
1994,262333,9972,2,2,164.61,87.53,178.9,88.75
1995,262333,9972,2,3,175.0,90.8,178.9,88.75
1996,752337,9972,2,2,164.91,71.1,178.9,88.75
1997,752337,9972,2,3,175.0,90.8,178.9,88.75
1998,752337,9972,2,4,172.72,68.04,178.9,88.75
1999,362193,5919,1,2,174.59,81.07,183.0,91.95
2000,362193,5919,1,3,175.0,90.8,183.0,91.95
2001,362193,5919,1,4,180.34,74.84,183.0,91.95
2002,463764,5919,1,2,175.21,80.88,183.0,91.95
2003,463764,5919,1,3,175.0,90.8,183.0,91.95
2004,463764,5919,1,4,181.61,74.84,183.0,91.95
2005,697383,5919,1,2,167.98,81.6,183.0,91.95
2006,697383,5919,1,3,175.0,90.8,183.0,91.95
2007,697383,5919,1,4,177.8,76.43,183.0,91.95
2008,264356,5919,1,1,172.72,79.38,183.0,91.95
2009,264356,5919,1,2,169.41,82.03,183.0,91.95
2010,264356,5919,1,3,175.0,90.8,183.0,91.95
2011,264356,5919,1,4,176.53,73.71,183.0,91.95
2012,581316,5919,1,2,172.5,81.04,183.0,91.95
2013,581316,5919,1,3,175.0,90.8,183.0,91.95
2014,581316,5919,1,4,179.07,68.04,183.0,91.95
2015,371173,5919,3,3,175.0,90.8,183.0,91.95
2016,371173,5919,3,4,172.72,68.04,183.0,91.95
2019,979192,5919,2,2,164.46,76.4,183.0,91.95
2020,979192,5919,2,3,175.0,90.8,183.0,91.95
2021,286299,5919,2,2,164.2,77.92,183.0,91.95
2022,286299,5919,2,3,175.0,90.8,183.0,91.95
2023,286299,5919,2,4,173.99,71.21,183.0,91.95
2024,702255,5919,2,2,164.96,73.14,183.0,91.95
2025,702255,5919,2,3,175.0,90.8,183.0,91.95
2026,387174,5919,2,2,168.4,90.43,183.0,91.95
2027,387174,5919,2,3,175.0,90.8,183.0,91.95
2028,341558,5919,2,2,170.18,83.74,183.0,91.95
2029,341558,5919,2,3,175.0,90.8,183.0,91.95
2030,341558,5919,2,4,177.8,73.48,183.0,91.95
2031,159189,5919,2,2,169.89,75.23,183.0,91.95
2032,159189,5919,2,3,175.0,90.8,183.0,91.95
2033,813761,5919,2,2,167.57,74.4,183.0,91.95
2034,813761,5919,2,3,175.0,90.8,183.0,91.95
2035,813761,5919,2,4,177.8,74.39,183.0,91.95
2036,166494,5919,2,2,167.89,72.45,183.0,91.95
2037,166494,5919,2,3,175.0,90.8,183.0,91.95
2038,562443,5919,2,2,165.59,74.68,183.0,91.95
2039,562443,5919,2,3,175.0,90.8,183.0,91.95
2040,856518,5919,2,2,165.0,62.91,183.0,91.95
2041,856518,5919,2,3,175.0,90.8,183.0,91.95
2042,505595,5919,2,2,164.24,44.21,183.0,91.95
2043,505595,5919,2,3,175.0,90.8,183.0,91.95
2044,505595,5919,2,4,175.26,73.71,183.0,91.95
2045,769245,5919,2,2,162.5,76.99,183.0,91.95
2046,769245,5919,2,3,175.0,90.8,183.0,91.95
2047,335709,5919,2,2,163.3,75.13,183.0,91.95
2048,335709,5919,2,3,175.0,90.8,183.0,91.95
2049,340343,5919,2,2,166.86,70.61,183.0,91.95
2050,340343,5919,2,3,175.0,90.8,183.0,91.95
2051,340343,5919,2,4,172.72,68.04,183.0,91.95
2052,126923,1118,1,2,175.26,81.14,160.9,80.4
2053,126923,1118,1,3,175.0,90.8,160.9,80.4
2054,126923,1118,1,4,167.64,65.77,160.9,80.4
2055,500172,1118,1,2,175.35,81.22,160.9,80.4
2056,500172,1118,1,3,175.0,90.8,160.9,80.4
2057,500172,1118,1,4,167.64,68.04,160.9,80.4
2058,967761,1118,1,2,174.82,83.83,160.9,80.4
2059,967761,1118,1,3,175.0,90.8,160.9,80.4
2060,967761,1118,1,4,172.72,73.71,160.9,80.4
2061,522536,1118,1,1,172.72,79.38,160.9,80.4
2062,522536,1118,1,2,171.91,79.78,160.9,80.4
2063,522536,1118,1,3,175.0,90.8,160.9,80.4
2064,522536,1118,1,4,170.18,75.07,160.9,80.4
2065,936881,1118,1,2,175.28,81.2,160.9,80.4
2066,936881,1118,1,3,175.0,90.8,160.9,80.4
2067,668184,1118,3,3,175.0,90.8,160.9,80.4
2068,668184,1118,3,4,165.1,68.04,160.9,80.4
2071,743856,1118,2,2,160.51,80.44,160.9,80.4
2072,743856,1118,2,3,175.0,90.8,160.9,80.4
2073,903911,1118,2,2,170.08,82.96,160.9,80.4
2074,903911,1118,2,3,175.0,90.8,160.9,80.4
2075,903911,1118,2,4,167.64,68.04,160.9,80.4
2076,282510,1118,2,2,160.84,80.06,160.9,80.4
2077,282510,1118,2,3,175.0,90.8,160.9,80.4
2078,105694,1118,2,2,151.63,80.25,160.9,80.4
2079,105694,1118,2,3,175.0,90.8,160.9,80.4
2080,399228,1118,2,2,162.84,91.99,160.9,80.4
2081,399228,1118,2,3,175.0,90.8,160.9,80.4
2082,399228,1118,2,4,167.64,68.04,160.9,80.4
2083,302996,1118,2,2,163.95,80.92,160.9,80.4
2084,302996,1118,2,3,175.0,90.8,160.9,80.4
2085,881894,1118,2,2,161.67,76.36,160.9,80.4
2086,881894,1118,2,3,175.0,90.8,160.9,80.4
2087,881894,1118,2,4,170.18,72.57,160.9,80.4
2088,934447,1118,2,2,169.68,79.51,160.9,80.4
2089,934447,1118,2,3,175.0,90.8,160.9,80.4
2090,330456,1118,2,2,162.48,84.03,160.9,80.4
2091,330456,1118,2,3,175.0,90.8,160.9,80.4
2092,625457,1118,2,2,166.1,75.89,160.9,80.4
2093,625457,1118,2,3,175.0,90.8,160.9,80.4
2094,750821,1118,2,2,165.79,72.69,160.9,80.4
2095,750821,1118,2,3,175.0,90.8,160.9,80.4
2096,750821,1118,2,4,172.72,76.2,160.9,80.4
2097,442843,1118,2,2,158.44,72.49,160.9,80.4
2098,442843,1118,2,3,175.0,90.8,160.9,80.4
2099,378143,1118,2,2,156.43,81.5,160.9,80.4
2100,378143,1118,2,3,175.0,90.8,160.9,80.4
2101,164928,1118,2,2,159.53,71.05,160.9,80.4
2102,164928,1118,2,3,175.0,90.8,160.9,80.4
2103,164928,1118,2,4,176.53,80.51,160.9,80.4
2104,394055,5783,1,2,162.72,68.44,157.6,61.3
2105,394055,5783,1,3,161.0,78.7,157.6,61.3
2106,394055,5783,1,4,165.1,58.97,157.6,61.3
2107,144890,5783,1,2,162.71,68.38,157.6,61.3
2108,144890,5783,1,3,161.0,78.7,157.6,61.3
2109,144890,5783,1,4,162.56,58.97,157.6,61.3
2110,727897,5783,1,2,162.61,68.36,157.6,61.3
2111,727897,5783,1,3,161.0,78.7,157.6,61.3
2112,727897,5783,1,4,162.56,60.1,157.6,61.3
2113,178364,5783,1,1,144.78,45.36,157.6,61.3
2114,178364,5783,1,2,161.4,72.76,157.6,61.3
2115,178364,5783,1,3,161.0,78.7,157.6,61.3
2116,178364,5783,1,4,160.02,58.97,157.6,61.3
2117,784686,5783,1,2,162.82,68.85,157.6,61.3
2118,784686,5783,1,3,161.0,78.7,157.6,61.3
2119,784686,5783,1,4,162.56,58.97,157.6,61.3
2120,105116,5783,3,3,161.0,78.7,157.6,61.3
2121,105116,5783,3,4,163.83,61.23,157.6,61.3
2124,238132,5783,2,2,155.41,61.26,157.6,61.3
2125,238132,5783,2,3,161.0,78.7,157.6,61.3
2126,543638,5783,2,2,164.16,77.33,157.6,61.3
2127,543638,5783,2,3,161.0,78.7,157.6,61.3
2128,543638,5783,2,4,160.02,57.83,157.6,61.3
2129,890673,5783,2,2,161.03,63.26,157.6,61.3
2130,890673,5783,2,3,161.0,78.7,157.6,61.3
2131,792203,5783,2,2,156.18,80.4,157.6,61.3
2132,792203,5783,2,3,161.0,78.7,157.6,61.3
2133,415181,5783,2,2,160.87,63.55,157.6,61.3
2134,415181,5783,2,3,161.0,78.7,157.6,61.3
2135,415181,5783,2,4,162.56,62.14,157.6,61.3
2136,833259,5783,2,2,163.75,65.21,157.6,61.3
2137,833259,5783,2,3,161.0,78.7,157.6,61.3
2138,490057,5783,2,2,163.04,77.61,157.6,61.3
2139,490057,5783,2,3,161.0,78.7,157.6,61.3
2140,490057,5783,2,4,162.56,58.97,157.6,61.3
2141,746605,5783,2,2,155.24,61.79,157.6,61.3
2142,746605,5783,2,3,161.0,78.7,157.6,61.3
2143,376757,5783,2,2,160.71,65.72,157.6,61.3
2144,376757,5783,2,3,161.0,78.7,157.6,61.3
2145,160349,5783,2,2,161.32,67.55,157.6,61.3
2146,160349,5783,2,3,161.0,78.7,157.6,61.3
2147,442483,5783,2,2,161.6,65.56,157.6,61.3
2148,442483,5783,2,3,161.0,78.7,157.6,61.3
2149,442483,5783,2,4,165.1,61.23,157.6,61.3
2150,845076,5783,2,2,159.24,65.1,157.6,61.3
2151,845076,5783,2,3,161.0,78.7,157.6,61.3
2152,917517,5783,2,2,160.58,64.07,157.6,61.3
2153,917517,5783,2,3,161.0,78.7,157.6,61.3
2154,673712,5783,2,2,160.91,63.64,157.6,61.3
2155,673712,5783,2,3,161.0,78.7,157.6,61.3
2156,673712,5783,2,4,167.64,63.96,157.6,61.3
2157,785740,6107,1,2,162.51,68.24,164.0,55.45
2158,785740,6107,1,3,161.0,78.7,164.0,55.45
2159,785740,6107,1,4,168.91,58.97,164.0,55.45
2160,644076,6107,1,2,162.69,68.44,164.0,55.45
2161,644076,6107,1,3,161.0,78.7,164.0,55.45
2162,644076,6107,1,4,167.64,61.23,164.0,55.45
2163,474429,6107,1,1,154.94,49.9,164.0,55.45
2164,474429,6107,1,2,163.49,75.61,164.0,55.45
2165,474429,6107,1,3,161.0,78.7,164.0,55.45
2166,474429,6107,1,4,165.1,58.97,164.0,55.45
2167,266623,6107,1,2,159.55,75.91,164.0,55.45
2168,266623,6107,1,3,161.0,78.7,164.0,55.45
2169,266623,6107,1,4,160.02,58.74,164.0,55.45
2170,189276,6107,1,3,161.0,78.7,164.0,55.45
2171,189276,6107,1,4,162.56,62.37,164.0,55.45
2172,845025,6107,3,3,161.0,78.7,164.0,55.45
2173,845025,6107,3,4,163.83,63.5,164.0,55.45
2176,846519,6107,2,2,164.09,60.15,164.0,55.45
2177,846519,6107,2,3,161.0,78.7,164.0,55.45
2178,847671,6107,2,2,157.62,54.74,164.0,55.45
2179,847671,6107,2,3,161.0,78.7,164.0,55.45
2180,847671,6107,2,4,162.56,58.97,164.0,55.45
2181,153117,6107,2,2,167.22,62.94,164.0,55.45
2182,153117,6107,2,3,161.0,78.7,164.0,55.45
2183,868886,6107,2,2,167.0,63.47,164.0,55.45
2184,868886,6107,2,3,161.0,78.7,164.0,55.45
2185,129414,6107,2,2,163.99,60.62,164.0,55.45
2186,129414,6107,2,3,161.0,78.7,164.0,55.45
2187,129414,6107,2,4,165.1,64.64,164.0,55.45
2188,484561,6107,2,2,166.13,71.19,164.0,55.45
2189,484561,6107,2,3,161.0,78.7,164.0,55.45
2190,124296,6107,2,2,166.86,70.57,164.0,55.45
2191,124296,6107,2,3,161.0,78.7,164.0,55.45
2192,124296,6107,2,4,165.1,63.5,164.0,55.45
2193,991786,6107,2,2,162.3,56.86,164.0,55.45
2194,991786,6107,2,3,161.0,78.7,164.0,55.45
2195,770435,6107,2,2,160.92,69.33,164.0,55.45
2196,770435,6107,2,3,161.0,78.7,164.0,55.45
2197,189032,6107,2,2,163.32,67.23,164.0,55.45
2198,189032,6107,2,3,161.0,78.7,164.0,55.45
2199,307080,6107,2,2,157.31,53.43,164.0,55.45
2200,307080,6107,2,3,161.0,78.7,164.0,55.45
2201,307080,6107,2,4,162.56,58.97,164.0,55.45
2202,254013,6107,2,2,163.91,65.01,164.0,55.45
2203,254013,6107,2,3,161.0,78.7,164.0,55.45
2204,964056,6107,2,2,161.38,65.02,164.0,55.45
2205,964056,6107,2,3,161.0,78.7,164.0,55.45
2206,663322,6107,2,2,162.2,71.8,164.0,55.45
2207,663322,6107,2,3,161.0,78.7,164.0,55.45
2208,663322,6107,2,4,162.56,56.7,164.0,55.45
2209,669773,9329,1,2,162.73,68.47,157.9,55.45
2210,669773,9329,1,3,161.0,78.7,157.9,55.45
2211,669773,9329,1,4,165.1,64.86,157.9,55.45
2212,929274,9329,1,2,162.71,68.34,157.9,55.45
2213,929274,9329,1,3,161.0,78.7,157.9,55.45
2214,929274,9329,1,4,161.29,57.83,157.9,55.45
2215,660591,9329,1,2,161.71,72.16,157.9,55.45
2216,660591,9329,1,3,161.0,78.7,157.9,55.45
2217,660591,9329,1,4,165.1,59.65,157.9,55.45
2218,831163,9329,1,2,164.44,77.1,157.9,55.45
2219,831163,9329,1,3,161.0,78.7,157.9,55.45
2220,831163,9329,1,4,167.64,58.97,157.9,55.45
2221,447400,9329,1,1,162.56,52.62,157.9,55.45
2222,447400,9329,1,2,162.72,68.4,157.9,55.45
2223,447400,9329,1,3,161.0,78.7,157.9,55.45
2224,447400,9329,1,4,161.29,56.7,157.9,55.45
2225,276902,9329,3,3,161.0,78.7,157.9,55.45
2226,276902,9329,3,4,162.56,60.55,157.9,55.45
2229,548817,9329,2,2,164.04,64.5,157.9,55.45
2230,548817,9329,2,3,161.0,78.7,157.9,55.45
2231,757244,9329,2,2,163.28,56.15,157.9,55.45
2232,757244,9329,2,3,161.0,78.7,157.9,55.45
2233,757244,9329,2,4,165.1,63.5,157.9,55.45
2234,958523,9329,2,2,168.74,67.26,157.9,55.45
2235,958523,9329,2,3,161.0,78.7,157.9,55.45
2236,831798,9329,2,2,162.43,61.46,157.9,55.45
2237,831798,9329,2,3,161.0,78.7,157.9,55.45
2238,664653,9329,2,2,163.05,52.95,157.9,55.45
2239,664653,9329,2,3,161.0,78.7,157.9,55.45
2240,664653,9329,2,4,165.1,58.97,157.9,55.45
2241,279132,9329,2,2,170.16,79.43,157.9,55.45
2242,279132,9329,2,3,161.0,78.7,157.9,55.45
2243,392133,9329,2,2,168.83,71.6,157.9,55.45
2244,392133,9329,2,3,161.0,78.7,157.9,55.45
2245,392133,9329,2,4,161.29,61.23,157.9,55.45
2246,136283,9329,2,2,160.24,54.49,157.9,55.45
2247,136283,9329,2,3,161.0,78.7,157.9,55.45
2248,761125,9329,2,2,158.69,65.78,157.9,55.45
2249,761125,9329,2,3,161.0,78.7,157.9,55.45
2250,658803,9329,2,2,165.25,42.24,157.9,55.45
2251,658803,9329,2,3,161.0,78.7,157.9,55.45
2252,733098,9329,2,2,156.45,55.41,157.9,55.45
2253,733098,9329,2,3,161.0,78.7,157.9,55.45
2254,733098,9329,2,4,162.56,63.5,157.9,55.45
2255,594941,9329,2,2,161.42,61.11,157.9,55.45
2256,594941,9329,2,3,161.0,78.7,157.9,55.45
2257,562713,9329,2,2,157.66,62.97,157.9,55.45
2258,562713,9329,2,3,161.0,78.7,157.9,55.45
2259,703961,9329,2,2,160.0,60.57,157.9,55.45
2260,703961,9329,2,3,161.0,78.7,157.9,55.45
2261,703961,9329,2,4,165.1,60.33,157.9,55.45
2262,700928,4196,1,2,162.73,68.5,159.7,44.15
2263,700928,4196,1,3,161.0,78.7,159.7,44.15
2264,700928,4196,1,4,163.2,55.57,159.7,44.15
2265,575812,4196,1,2,162.73,68.43,159.7,44.15
2266,575812,4196,1,3,161.0,78.7,159.7,44.15
